transaction_id,loan_id,customer_id,transaction_date,transaction_amount,transaction_type,payment_method,status,remarks
3086,2862,299,7/12/2020 23:35,1488,Prepayment,Cash,Failed,Partial payment.
3087,416,537,2/21/2023 12:22,32969,Prepayment,Cash,Failed,Payment missed.
3088,1964,452,8/27/2024 1:08,48557,Missed EMI,Credit Card,Successful,Late penalty.
3089,789,469,5/28/2022 7:59,29764,Refund,UPI,Pending,On-time payment.
3090,1395,154,11/13/2021 7:05,39525,Missed EMI,UPI,Pending,On-time payment.
3091,299,48,3/10/2024 6:45,47512,EMI Payment,Cash,Successful,Partial payment.
3092,2786,517,3/4/2020 2:58,3850,Refund,Online Transfer,Failed,On-time payment.
3093,227,589,4/15/2022 20:50,2485,EMI Payment,Online Transfer,Pending,Partial payment.
3094,970,748,6/14/2022 2:59,31376,Prepayment,Cash,Pending,Partial payment.
3095,411,214,3/12/2022 9:28,22402,Refund,Cash,Failed,Partial payment.
3096,982,833,2/1/2021 4:47,25081,Prepayment,Credit Card,Successful,Partial payment.
3097,2602,166,6/17/2020 8:36,47575,Penalty,Online Transfer,Successful,Payment missed.
3098,1035,992,8/22/2020 1:00,9613,Prepayment,UPI,Failed,Payment missed.
3099,2037,715,3/1/2022 0:44,3314,Penalty,Cash,Failed,Late penalty.
3100,1124,417,9/10/2020 6:35,30920,Prepayment,Credit Card,Failed,Partial payment.
3101,421,333,3/22/2023 10:07,1764,Missed EMI,Credit Card,Failed,Late penalty.
3102,454,681,9/9/2024 20:40,13599,Missed EMI,Credit Card,Successful,Partial payment.
3103,1485,935,10/7/2024 20:15,3345,Penalty,Online Transfer,Successful,Late penalty.
3104,2957,783,10/14/2024 5:07,22621,Penalty,Cash,Pending,Partial payment.
3105,1802,670,12/20/2019 0:50,27461,EMI Payment,Cash,Failed,Payment missed.
3106,503,187,1/19/2022 15:08,31006,EMI Payment,UPI,Successful,Payment missed.
3107,2667,687,6/1/2023 15:38,21091,EMI Payment,UPI,Successful,On-time payment.
3108,982,885,6/2/2022 9:26,38763,Refund,Credit Card,Pending,On-time payment.
3109,135,999,10/19/2024 2:05,12392,Penalty,Credit Card,Successful,Partial payment.
3110,1266,502,1/9/2020 1:02,13676,Penalty,Online Transfer,Successful,On-time payment.
3111,2456,273,10/28/2024 17:52,40313,EMI Payment,Cash,Successful,On-time payment.
3112,1783,992,8/8/2024 3:11,17429,Missed EMI,Online Transfer,Failed,On-time payment.
3113,2834,455,3/8/2024 4:52,35114,Missed EMI,Credit Card,Successful,Late penalty.
3114,1991,2,9/1/2020 20:18,6416,EMI Payment,Online Transfer,Successful,Late penalty.
3115,2502,276,1/28/2020 7:50,29766,EMI Payment,UPI,Failed,Payment missed.
3116,872,823,2/19/2022 22:49,20490,EMI Payment,Cash,Failed,On-time payment.
3117,1410,209,5/9/2022 21:37,19568,Penalty,Online Transfer,Pending,Partial payment.
3118,1827,617,1/12/2024 9:59,29955,Refund,UPI,Successful,Partial payment.
3119,2267,987,8/15/2020 6:47,35868,Penalty,Online Transfer,Successful,Partial payment.
3120,551,125,11/6/2023 21:16,9575,Missed EMI,Cash,Pending,On-time payment.
3121,1424,39,3/20/2023 12:52,5422,Missed EMI,Cash,Successful,Partial payment.
3122,1559,472,7/31/2022 16:29,11320,Penalty,Credit Card,Pending,On-time payment.
3123,2701,348,6/15/2022 7:03,3898,Refund,UPI,Failed,On-time payment.
3124,1587,917,5/19/2021 8:55,26064,Penalty,UPI,Successful,Late penalty.
3125,2085,665,12/27/2023 18:15,42085,Refund,UPI,Pending,On-time payment.
3126,2436,64,2/11/2022 0:56,40717,Penalty,Online Transfer,Successful,Partial payment.
3127,1522,583,10/30/2022 9:20,6839,EMI Payment,Cash,Successful,Payment missed.
3128,1826,768,1/31/2020 4:34,42715,Penalty,UPI,Successful,On-time payment.
3129,1169,817,8/18/2020 21:28,26653,Prepayment,UPI,Pending,On-time payment.
3130,193,25,6/22/2023 17:46,21128,Refund,Credit Card,Failed,Payment missed.
3131,2804,703,4/4/2022 23:48,26339,Prepayment,UPI,Pending,On-time payment.
3132,1685,909,5/10/2022 11:36,13508,EMI Payment,UPI,Pending,On-time payment.
3133,1594,720,11/23/2020 6:20,40041,Refund,Online Transfer,Failed,On-time payment.
3134,1690,31,7/15/2023 0:45,9548,EMI Payment,Online Transfer,Pending,Late penalty.
3135,2353,199,6/12/2020 17:56,34613,Prepayment,Credit Card,Successful,On-time payment.
3136,253,751,11/6/2020 21:17,46952,Refund,Online Transfer,Pending,Late penalty.
3137,847,407,3/18/2020 18:36,45371,Refund,UPI,Pending,Partial payment.
3138,1344,84,5/5/2024 7:55,30200,Prepayment,Online Transfer,Pending,Partial payment.
3139,1325,782,1/5/2020 14:18,45509,EMI Payment,Credit Card,Successful,On-time payment.
3140,1072,206,7/24/2023 19:12,39397,Refund,Cash,Successful,Late penalty.
3141,890,963,12/19/2019 0:46,45293,EMI Payment,UPI,Pending,On-time payment.
3142,1341,707,7/3/2024 9:35,13096,EMI Payment,Online Transfer,Failed,Partial payment.
3143,783,109,7/22/2024 16:35,30160,Missed EMI,Cash,Failed,Late penalty.
3144,1615,223,2/17/2022 8:22,9181,EMI Payment,Online Transfer,Pending,Late penalty.
3145,1843,857,1/24/2022 4:42,41956,Prepayment,Credit Card,Successful,Partial payment.
3146,524,454,3/21/2020 17:46,14624,EMI Payment,Credit Card,Pending,Payment missed.
3147,1277,701,10/6/2020 10:49,32960,Prepayment,UPI,Successful,Late penalty.
3148,2886,429,3/20/2022 17:24,16191,Prepayment,Credit Card,Successful,Payment missed.
3149,2283,83,2/11/2021 10:46,13057,Refund,Credit Card,Failed,Payment missed.
3150,2772,72,12/29/2022 3:57,9356,Prepayment,UPI,Pending,Late penalty.
3151,457,287,7/13/2023 18:25,41380,Prepayment,Online Transfer,Failed,On-time payment.
3152,165,335,2/25/2022 12:15,41037,Refund,Credit Card,Successful,On-time payment.
3153,1508,183,11/4/2022 11:56,28051,Prepayment,UPI,Pending,Partial payment.
3154,1213,281,9/22/2023 10:11,15094,Penalty,Online Transfer,Failed,Payment missed.
3155,2476,101,10/12/2023 15:02,44750,Penalty,Online Transfer,Successful,Late penalty.
3156,2521,549,11/28/2020 9:26,10347,Refund,Cash,Failed,Partial payment.
3157,2154,806,2/13/2024 18:28,35746,Refund,UPI,Successful,Partial payment.
3158,2654,24,11/2/2023 7:10,35080,Missed EMI,Online Transfer,Failed,Partial payment.
3159,2201,618,9/18/2022 20:56,47862,Missed EMI,Credit Card,Pending,Payment missed.
3160,2221,7,6/30/2022 23:01,36460,Penalty,UPI,Successful,Late penalty.
3161,1221,952,1/21/2022 0:55,31306,Refund,Credit Card,Successful,Partial payment.
3162,982,723,7/5/2020 14:25,21725,Missed EMI,Cash,Successful,Payment missed.
3163,1557,328,10/9/2024 20:31,6667,Missed EMI,Online Transfer,Pending,Payment missed.
3164,2619,725,4/7/2021 8:00,44661,Refund,Credit Card,Successful,Late penalty.
3165,717,824,8/16/2020 19:15,33120,Penalty,UPI,Successful,On-time payment.
3166,506,262,4/19/2021 15:23,17931,Prepayment,Cash,Failed,Payment missed.
3167,251,869,4/13/2022 16:00,40233,EMI Payment,Online Transfer,Successful,Late penalty.
3168,1301,501,9/20/2024 10:29,17058,Penalty,UPI,Failed,On-time payment.
3169,1236,892,3/27/2024 1:40,21519,EMI Payment,Credit Card,Pending,On-time payment.
3170,202,414,2/2/2022 16:23,13486,Penalty,Credit Card,Successful,On-time payment.
3171,602,431,8/17/2024 10:41,19516,Refund,Cash,Failed,Payment missed.
3172,907,697,7/4/2020 1:06,12214,Penalty,Cash,Successful,Late penalty.
3173,2495,26,9/11/2023 8:54,37556,EMI Payment,Online Transfer,Successful,Payment missed.
3174,2189,492,12/24/2022 13:56,21059,EMI Payment,Cash,Pending,Partial payment.
3175,2955,72,11/17/2024 10:26,39607,Missed EMI,Cash,Pending,Partial payment.
3176,2705,569,1/20/2020 22:52,41597,Penalty,Online Transfer,Pending,Partial payment.
3177,1122,104,1/4/2023 7:47,30056,Missed EMI,Online Transfer,Pending,Payment missed.
3178,745,518,4/7/2023 8:28,41802,EMI Payment,Online Transfer,Failed,Late penalty.
3179,1980,584,7/10/2023 13:16,35840,Missed EMI,Cash,Successful,Late penalty.
3180,2785,639,2/28/2023 18:36,33381,Penalty,Credit Card,Failed,Payment missed.
3181,298,582,6/9/2023 6:33,47329,Prepayment,Cash,Successful,Partial payment.
3182,149,430,8/13/2022 1:10,23216,EMI Payment,Credit Card,Failed,Late penalty.
3183,2178,473,10/21/2021 21:33,6867,Missed EMI,Cash,Failed,Partial payment.
3184,505,488,10/12/2023 6:31,11402,Missed EMI,Cash,Pending,Payment missed.
3185,2640,610,6/1/2021 23:31,44765,Prepayment,Cash,Successful,On-time payment.
3186,2407,74,11/1/2020 7:53,25496,Refund,Cash,Successful,On-time payment.
3187,2607,867,3/31/2023 14:31,4129,EMI Payment,UPI,Successful,Partial payment.
3188,1350,902,3/2/2022 11:40,41732,Missed EMI,UPI,Pending,Payment missed.
3189,1802,193,1/8/2022 4:03,18923,Penalty,UPI,Successful,Partial payment.
3190,376,293,4/19/2021 13:06,22133,EMI Payment,UPI,Successful,On-time payment.
3191,2057,82,3/25/2023 23:17,33804,Missed EMI,Credit Card,Pending,Partial payment.
3192,2980,567,9/30/2022 12:47,8651,Refund,Credit Card,Failed,Late penalty.
3193,2806,977,1/20/2022 21:48,41453,Prepayment,Credit Card,Failed,Late penalty.
3194,210,105,3/22/2023 12:06,28590,EMI Payment,Cash,Pending,Payment missed.
3195,526,204,1/4/2022 0:53,4409,Refund,Credit Card,Pending,Late penalty.
3196,1134,915,5/1/2021 7:38,33564,EMI Payment,Online Transfer,Successful,On-time payment.
3197,471,713,8/1/2022 20:04,17450,Refund,Credit Card,Successful,Late penalty.
3198,2354,785,2/5/2022 15:36,4035,Missed EMI,UPI,Pending,Partial payment.
3199,873,436,4/26/2022 9:21,21307,Missed EMI,Cash,Pending,Payment missed.
3200,1254,905,11/10/2022 3:21,49977,EMI Payment,Cash,Pending,On-time payment.
3201,2106,403,6/22/2023 22:20,39053,Refund,Credit Card,Pending,Payment missed.
3202,874,551,8/6/2024 6:56,46203,Refund,UPI,Failed,Late penalty.
3203,2910,515,7/6/2023 21:37,6023,Refund,Credit Card,Pending,Partial payment.
3204,199,41,5/3/2021 4:38,7842,Refund,Online Transfer,Failed,On-time payment.
3205,9,143,4/14/2023 17:32,24587,EMI Payment,Online Transfer,Failed,Payment missed.
3206,1915,493,2/7/2023 17:34,26348,Penalty,Credit Card,Pending,Payment missed.
3207,2247,766,9/28/2023 17:01,41594,EMI Payment,Online Transfer,Pending,Payment missed.
3208,730,46,7/21/2020 21:01,25084,Prepayment,Online Transfer,Successful,Partial payment.
3209,2501,881,4/13/2021 2:27,29319,Prepayment,Online Transfer,Successful,Partial payment.
3210,1735,232,6/2/2021 4:03,38784,Penalty,Cash,Pending,Late penalty.
3211,2538,471,11/17/2023 18:24,30522,Missed EMI,UPI,Successful,Partial payment.
3212,2045,775,6/14/2023 11:11,10323,EMI Payment,UPI,Failed,Late penalty.
3213,1041,323,7/8/2024 5:09,19259,Prepayment,UPI,Successful,Partial payment.
3214,2763,764,2/9/2021 4:14,39059,Refund,Credit Card,Successful,Partial payment.
3215,1118,195,6/5/2021 16:00,14387,Prepayment,Credit Card,Failed,Partial payment.
3216,408,650,2/15/2024 21:43,12551,EMI Payment,Online Transfer,Failed,Payment missed.
3217,325,783,5/11/2022 19:23,15902,Refund,Cash,Failed,Late penalty.
3218,1206,629,7/6/2021 13:24,45298,EMI Payment,Online Transfer,Successful,Payment missed.
3219,1575,714,5/12/2023 5:46,17215,Missed EMI,Online Transfer,Failed,Late penalty.
3220,2183,267,3/14/2024 0:59,26730,Penalty,Online Transfer,Pending,On-time payment.
3221,607,585,8/17/2023 3:03,11166,EMI Payment,Credit Card,Failed,Payment missed.
3222,1957,62,4/28/2021 17:28,15555,Refund,UPI,Failed,Partial payment.
3223,2958,304,10/7/2020 16:26,43052,Prepayment,Cash,Failed,Payment missed.
3224,2315,961,2/1/2021 17:16,5512,Prepayment,Cash,Pending,Late penalty.
3225,1393,546,11/24/2023 12:44,44909,Penalty,UPI,Pending,Late penalty.
3226,2617,235,2/17/2024 5:37,8029,Refund,Online Transfer,Pending,Late penalty.
3227,2022,193,4/8/2022 4:23,24574,Penalty,UPI,Pending,On-time payment.
3228,22,314,2/9/2024 14:23,27128,Prepayment,UPI,Successful,Partial payment.
3229,1581,450,9/25/2022 20:14,34328,Refund,Cash,Pending,Payment missed.
3230,1038,321,7/17/2021 11:32,39883,Refund,Cash,Successful,Payment missed.
3231,2596,604,1/10/2020 15:35,16383,Prepayment,Online Transfer,Failed,Partial payment.
3232,2353,824,12/1/2021 22:17,25913,Refund,UPI,Successful,Late penalty.
3233,1501,786,6/9/2021 3:51,28617,Penalty,Credit Card,Pending,Payment missed.
3234,877,379,8/30/2021 12:03,17659,Prepayment,Online Transfer,Successful,Late penalty.
3235,696,27,6/16/2020 19:21,41421,EMI Payment,Online Transfer,Failed,Payment missed.
3236,1040,665,6/12/2021 4:47,2422,EMI Payment,Online Transfer,Pending,Partial payment.
3237,2069,745,12/5/2023 23:58,10080,Refund,Online Transfer,Pending,Payment missed.
3238,40,585,1/28/2024 16:11,8827,Refund,UPI,Successful,Partial payment.
3239,310,638,7/22/2022 3:57,14348,EMI Payment,Cash,Failed,Late penalty.
3240,2438,160,9/8/2020 16:59,45197,EMI Payment,UPI,Failed,Payment missed.
3241,493,261,9/11/2024 9:41,45711,Penalty,Credit Card,Pending,Late penalty.
3242,2447,355,1/30/2023 23:09,45440,Prepayment,Cash,Successful,On-time payment.
3243,831,177,11/4/2021 12:30,22637,Missed EMI,Online Transfer,Pending,Partial payment.
3244,2635,241,1/28/2020 3:25,21140,Missed EMI,Credit Card,Successful,Partial payment.
3245,1334,532,6/26/2022 21:46,38508,EMI Payment,UPI,Pending,Late penalty.
3246,2009,990,8/5/2022 5:09,23586,Missed EMI,Cash,Pending,Partial payment.
3247,1605,6,9/29/2020 18:12,47604,Missed EMI,Online Transfer,Failed,Late penalty.
3248,2817,261,4/14/2021 6:00,30114,Penalty,Credit Card,Pending,Payment missed.
3249,2424,610,6/1/2020 9:11,31782,Refund,Online Transfer,Pending,Partial payment.
3250,2923,575,9/8/2020 9:26,39082,Missed EMI,Cash,Failed,Partial payment.
3251,176,246,2/17/2022 22:55,27414,Refund,Credit Card,Pending,Late penalty.
3252,1320,214,7/16/2023 23:31,34514,EMI Payment,Credit Card,Pending,On-time payment.
3253,1067,135,12/14/2019 21:11,11539,Prepayment,UPI,Pending,Payment missed.
3254,2626,229,5/3/2023 10:25,15751,Missed EMI,UPI,Successful,Late penalty.
3255,1415,33,11/22/2024 20:56,7123,Penalty,Cash,Successful,On-time payment.
3256,1107,489,7/8/2024 17:31,8526,Penalty,Credit Card,Successful,On-time payment.
3257,2081,504,8/3/2023 17:16,21087,Missed EMI,UPI,Pending,Late penalty.
3258,2193,10,3/2/2021 22:06,40557,Refund,Cash,Pending,On-time payment.
3259,1692,669,11/30/2021 5:17,32489,Missed EMI,Credit Card,Failed,On-time payment.
3260,1436,683,8/3/2020 17:40,29159,Prepayment,Cash,Successful,Partial payment.
3261,2408,335,1/23/2021 4:25,43008,Prepayment,Credit Card,Pending,Late penalty.
3262,2982,285,12/18/2020 22:05,38012,Prepayment,Online Transfer,Pending,Payment missed.
3263,310,331,3/28/2024 10:58,21539,Refund,Credit Card,Successful,Partial payment.
3264,270,884,5/18/2020 6:40,18731,EMI Payment,Cash,Successful,Partial payment.
3265,504,378,5/13/2023 16:23,12947,Penalty,Online Transfer,Successful,Partial payment.
3266,1856,99,11/13/2022 9:01,30102,Penalty,Online Transfer,Pending,Partial payment.
3267,21,792,10/13/2021 14:05,25592,Penalty,Cash,Failed,Payment missed.
3268,1680,994,2/24/2024 11:44,2427,Penalty,Cash,Successful,Late penalty.
3269,1867,574,10/31/2024 23:32,19684,EMI Payment,UPI,Failed,Partial payment.
3270,2611,401,4/12/2020 4:09,2513,Prepayment,UPI,Failed,Late penalty.
3271,39,486,1/30/2023 7:47,18814,Prepayment,Online Transfer,Pending,Partial payment.
3272,1447,812,4/27/2023 16:41,40341,Prepayment,Cash,Pending,Payment missed.
3273,994,581,6/28/2021 8:20,4521,EMI Payment,UPI,Successful,Late penalty.
3274,2486,157,4/28/2021 18:23,2660,Penalty,Online Transfer,Failed,Late penalty.
3275,2085,347,5/9/2022 4:52,48921,EMI Payment,Online Transfer,Failed,Late penalty.
3276,2611,952,7/16/2020 20:42,12097,Missed EMI,Cash,Successful,Late penalty.
3277,1191,636,8/5/2023 21:21,16549,Penalty,Cash,Successful,Partial payment.
3278,1521,546,10/26/2020 2:37,19016,EMI Payment,Online Transfer,Pending,Payment missed.
3279,1723,58,4/25/2021 23:05,41789,EMI Payment,UPI,Pending,Payment missed.
3280,631,521,5/16/2022 16:22,47269,Refund,Credit Card,Failed,On-time payment.
3281,1450,603,9/6/2022 14:04,34927,Refund,Credit Card,Successful,Late penalty.
3282,538,510,9/22/2021 20:43,40574,Penalty,UPI,Successful,Payment missed.
3283,872,832,9/30/2023 16:13,2486,Refund,Cash,Failed,Payment missed.
3284,532,868,9/29/2022 9:14,5812,Refund,Online Transfer,Failed,Payment missed.
3285,2958,169,1/17/2023 21:25,16545,Refund,Cash,Successful,On-time payment.
3286,2276,64,1/18/2022 17:36,4026,Refund,UPI,Pending,Late penalty.
3287,2932,450,4/8/2020 8:12,37057,Refund,UPI,Successful,Partial payment.
3288,2096,922,6/22/2024 17:28,43589,Penalty,Cash,Successful,Partial payment.
3289,929,316,12/5/2021 0:06,6091,Penalty,Cash,Failed,Partial payment.
3290,1532,231,7/18/2020 10:51,31702,Missed EMI,Credit Card,Successful,Payment missed.
3291,2565,177,4/29/2020 9:09,33659,Refund,UPI,Failed,Payment missed.
3292,202,171,1/14/2022 19:20,7376,Prepayment,Cash,Failed,Payment missed.
3293,1571,695,2/26/2020 23:20,28377,Prepayment,Credit Card,Pending,Payment missed.
3294,787,791,5/13/2021 1:49,34877,Missed EMI,Online Transfer,Failed,Late penalty.
3295,2454,37,2/27/2022 9:32,32285,Missed EMI,Cash,Pending,Late penalty.
3296,2041,513,6/1/2022 5:06,13320,EMI Payment,Credit Card,Pending,Payment missed.
3297,1461,879,10/25/2024 18:29,19939,Refund,UPI,Failed,Payment missed.
3298,1161,527,1/4/2024 21:57,46640,Prepayment,Cash,Failed,Partial payment.
3299,226,63,5/6/2020 22:27,21061,EMI Payment,Online Transfer,Successful,Late penalty.
3300,500,851,5/30/2022 2:51,5140,Penalty,Online Transfer,Pending,Partial payment.
3301,259,218,11/24/2023 8:07,12809,Prepayment,Online Transfer,Pending,Late penalty.
3302,2203,140,8/18/2024 10:04,28101,Penalty,Online Transfer,Successful,Partial payment.
3303,1993,200,9/18/2024 5:08,20132,Penalty,Cash,Failed,Partial payment.
3304,348,787,10/31/2020 13:29,23681,Penalty,Credit Card,Pending,On-time payment.
3305,2586,56,3/3/2020 16:10,32045,Refund,Credit Card,Successful,Late penalty.
3306,2912,527,9/7/2021 10:10,37145,EMI Payment,Online Transfer,Pending,Partial payment.
3307,1549,382,5/23/2022 5:16,8166,Penalty,Online Transfer,Pending,Partial payment.
3308,71,756,1/22/2022 18:19,36175,Prepayment,Cash,Pending,Payment missed.
3309,104,312,1/5/2022 10:26,14100,Refund,UPI,Failed,Payment missed.
3310,399,971,1/25/2022 0:30,39884,EMI Payment,UPI,Failed,On-time payment.
3311,525,616,2/10/2020 2:05,2056,Missed EMI,UPI,Failed,On-time payment.
3312,736,65,10/28/2021 12:46,22320,EMI Payment,Cash,Pending,Payment missed.
3313,154,734,1/26/2020 3:37,29422,Missed EMI,UPI,Failed,On-time payment.
3314,1130,530,8/16/2024 6:08,22976,Penalty,Credit Card,Failed,On-time payment.
3315,1094,484,12/21/2019 22:19,46016,Missed EMI,Cash,Failed,Partial payment.
3316,2905,607,7/21/2021 23:52,30490,Refund,Online Transfer,Successful,Partial payment.
3317,972,870,10/3/2021 10:53,20729,EMI Payment,Online Transfer,Successful,On-time payment.
3318,2763,574,3/20/2023 22:39,13991,Refund,UPI,Pending,Late penalty.
3319,1643,816,4/3/2021 5:48,2073,Refund,Online Transfer,Failed,On-time payment.
3320,2144,339,1/1/2023 9:14,28780,Missed EMI,UPI,Successful,Late penalty.
3321,1865,79,3/24/2021 20:23,36218,EMI Payment,UPI,Successful,On-time payment.
3322,2807,935,5/2/2022 7:48,29713,Prepayment,Credit Card,Successful,Partial payment.
3323,1332,512,10/12/2020 2:59,27767,Missed EMI,Online Transfer,Failed,Late penalty.
3324,2552,320,12/23/2020 19:24,41106,Prepayment,UPI,Failed,Partial payment.
3325,2424,256,3/17/2024 19:35,32241,Refund,Credit Card,Pending,Payment missed.
3326,2911,216,5/7/2020 3:06,13618,EMI Payment,Online Transfer,Pending,Partial payment.
3327,1092,385,7/19/2022 7:48,18422,Penalty,Online Transfer,Pending,Late penalty.
3328,1760,445,6/4/2023 4:46,27107,Refund,Cash,Failed,Payment missed.
3329,40,236,5/1/2023 22:21,24683,Refund,Online Transfer,Failed,Partial payment.
3330,609,82,8/20/2023 17:41,14886,EMI Payment,Online Transfer,Failed,Payment missed.
3331,1193,911,1/20/2021 8:20,5307,Prepayment,Cash,Failed,Payment missed.
